Country,Parent,Capacity (GW),Type
China,State Power Investment Corp Ltd,33.54613,Coal
China,Zhejiang Zheneng Electric Power Co Ltd,30.73026,Coal
China,China Huaneng Group Co Ltd,25.51844,Coal
China,Beijing Jingneng Power Co Ltd,20.80211,Coal
China,Unknown,17.870215599999998,Coal
China,An Hui Wenergy Co Ltd,15.30166,Coal
China,Guangdong Electric Power Development Co Ltd,14.97385,Coal
China,Shaanxi Coal and Chemical Industry Co Ltd,13.566315000000001,Coal
China,China Power International Development Co Ltd,12.136239999999999,Coal
China,Inner Mongolia MengDian HuaNeng Thermal Power Corp Ltd,11.93648,Coal
China,Huaihe Energy Holding Group Co Ltd,11.32924,Coal
China,China Yangzi River Three Gorges Group Co Ltd,39.444300000000005,Hydropower
China,State Grid Xinyuan Co Ltd,27.407,Hydropower
China,Unknown,16.5854,Hydropower
China,State Power Investment Group Upper Yellow River Hydropower Development Co Ltd,12.835,Hydropower
China,China Huaneng Group Co Ltd,11.952,Hydropower
China,publicly traded shares,10.226300000000002,Hydropower
China,State Development Investment Corporation Power Shareholding Co Ltd,9.424,Hydropower
China,Sichuan Chuantou Energy Shareholding Co Ltd,8.815,Hydropower
China,State Energy Investment Dadu River Valley Hydropower Development Co Ltd,8.702,Hydropower
China,Yunnan Province Energy Investment Group Co Ltd,8.375350000000001,Hydropower
China,China Southern Power Grid Peak Shaving and Frequency Modulation Power Generation Co Ltd,7.782,Hydropower
China,State Grid Xinyuan Hydropower Co Ltd,6.08,Hydropower
China,Guangxi Guiguan Electric Power Co Ltd,6.01135,Hydropower
China,China Huadian Group Co Ltd,5.52545,Hydropower
China,Hong Kong Central Accounting Co Ltd,5.113150000000001,Hydropower
China,State Grid Corporation of China,5.0,Hydropower
China,Datang International Sichuan Power Generation Co Ltd,4.7,Hydropower
China,Guizhou Wujiang Energy Investment Co Ltd,4.59055,Hydropower
China,Datang Yunnan Power Generation Co Ltd,4.184,Hydropower
China,Huadian Yunnan Power Generation Co Ltd,4.084,Hydropower
China,China National Nuclear Power CO LTD,22.35,Nuclear
China,CGNPC Nuclear Power Investment CO LTD,8.886,Nuclear
China,China General Nuclear Power Co Ltd,8.496,Nuclear
China,Guangxi Fangchenggang CGN Nuclear Power Industry Investment CO LTD,4.532,Nuclear
China,CGN Ninghe Investment CO LTD,4.356,Nuclear
China,Taishan Nuclear Power Industry Investment CO LTD,3.5,Nuclear
China,State Power Investment Nuclear Energy CO LTD,2.5,Nuclear
China,Guandong Nuclear Power Joint Venture Company LTD,1.968,Nuclear
China,Huaneng Nuclear Power Development CO LTD,1.3,Nuclear
China,China Huaneng Group,0.211,Nuclear
China,China National Nuclear CORP,0.025,Nuclear
China,Institute of Nuclear and New Energy Technology,0.01,Nuclear
China,Guangdong Electric Power Development Co Ltd,9.03035,Oil and gas
China,Huaneng Power International Inc,8.09842168,Oil and gas
China,Huadian Power International Co Ltd,7.736297599999999,Oil and gas
China,Shenzhen Energy Group Co Ltd,6.845335,Oil and gas
China,China Huadian Corp Ltd,6.0116760000000005,Oil and gas
China,Datang International Power Generation Co Ltd,5.54604,Oil and gas
China,China National Offshore Oil Corp,5.36097,Oil and gas
China,Zhejiang Zheneng Electric Power Co Ltd,4.9440100000000005,Oil and gas
China,Beijing Jingneng Clean Energy Co Ltd,4.526800000000001,Oil and gas
China,Shanghai Electric Power Co Ltd,3.82333,Oil and gas
China,Unknown,2.9742084,Oil and gas
China,Shenergy Co Ltd,2.915,Oil and gas
China,State Power Investment Corp Ltd,2.5646,Oil and gas
China,Tianjin STATE-OWNED CAPITAL Investment and Management Co Ltd,2.3369,Oil and gas
China,Chengdu Caihong Environmental Protection Technology Co Ltd,2.11,Oil and gas
China,China Shenhua Energy Co Ltd,2.036,Oil and gas
China,GCL Energy Technology Co Ltd,1.9300460000000002,Oil and gas
China,Jiangsu Guoxin Corp Ltd,1.7748400000000002,Oil and gas
China,Wintime ENERGY Group Co Ltd,1.66,Oil and gas
China,Guangdong Hengjian Investment Holding Co Ltd,1.55772,Oil and gas
China,Unknown,81.67459585686066,Utility-scale solar
China,Tianjin China Green Power Investment Co Ltd,10.30555860403863,Utility-scale solar
China,China Three Gorges Renewables (Group) Co Ltd,5.626899261047702,Utility-scale solar
China,China Nuclear Huineng Co Ltd,5.183140654082528,Utility-scale solar
China,Huadian New Energy Group Co Ltd,4.444696390108282,Utility-scale solar
China,China Three Gorges New Energy (Group) Co Ltd,4.21923266022827,Utility-scale solar
China,China Power International Development Co Ltd,3.373160002194908,Utility-scale solar
China,Huaneng Renewables Corp Ltd,3.369318961808604,Utility-scale solar
China,Huaneng Power International Inc,3.2582008779631257,Utility-scale solar
China,CECEP Solar Energy Technology Co Ltd,3.161138500877963,Utility-scale solar
China,State Power Investment Corp Ltd,3.127957912642669,Utility-scale solar
China,China Resources Power New Energy Investment Co Ltd,2.873015517998244,Utility-scale solar
China,Qinghai Upper Yellow River Hydropower Development Co Ltd,2.842334394205443,Utility-scale solar
China,China Lüfa Qinghai New Energy Co Ltd,2.722223441615452,Utility-scale solar
China,China Guangdong Nuclear Solar Energy Development Co Ltd,2.6794452216856888,Utility-scale solar
China,State Power Investment Corporation Guizhou Jinyuan Weining Energy Co Ltd,2.4670816341088675,Utility-scale solar
China,China Huaneng Group Co Ltd,2.4431635425812113,Utility-scale solar
China,CGN Solar Energy Development Co Ltd,2.3168379170324847,Utility-scale solar
China,Inner Mongolia Energy Group Co Ltd,2.2814815627743634,Utility-scale solar
China,China Nuclear Exchange Energy Co Ltd,2.06680384547849,Utility-scale solar
China,Unknown,178.07704999999999,Wind
China,China Longyuan Power Group Corp Ltd,6.0285,Wind
China,China Guangdong Nuclear Wind Energy Ltd,4.353,Wind
China,Huaneng Renewables Corp Ltd,3.7124,Wind
China,Huaneng New Energy Co Ltd,3.186,Wind
China,China Resources Power New Energy Investment Co Ltd,2.817,Wind
China,Huadian New Energy Group Co Ltd,2.4449166666666664,Wind
China,Qinghai Yellow River Upstream Hydropower Development CO LTD Gonghe Windpower Branch,2.35,Wind
China,China Energy Investment Group,2.239,Wind
China,China Three Gorges Renewables (Group) Co Ltd,2.2146999999999997,Wind
China,China Guangdong Nuclear (Xing'an Leauge) New Energy LTD Keyouzhong Banner Branch Co,2.0,Wind
China,China Energy Investment Group New Energy Co Ltd,1.9332,Wind
China,China Three Gorges New Energy (Group) Co Ltd,1.8376666666666668,Wind
China,China Datang Corporation Renewable Power Co Ltd,1.82525,Wind
China,Huadian Fuxin Energy Development Co Ltd.,1.8231666666666668,Wind
China,Yunnan Energy Investment Co Ltd,1.7984,Wind
China,Gansu Guyazhou Baofeng Wind Energy Development Co Ltd,1.75,Wind
China,Huaneng Eastern Inner Mongolia Energy Co Ltd,1.67,Wind
China,National Energy Group New Energy Co Ltd,1.538,Wind
China,Hebei Hongmeng New Energy Co Ltd,1.5,Wind
China,Others,11.974639999999999,Bioenergy
China,Others,567.4024094,Coal
China,Others,142.88168,Hydropower
China,Others,81.44833932,Oil and gas
China,Others,297.0713986456269,Utility-scale solar
China,Others,219.07985,Wind
Colombia,Riopaila Energía SASESP,0.036,Bioenergy
Colombia,Bioenergy SA,0.035,Bioenergy
Colombia,Gecelca SA ESP,0.727,Coal
Colombia,Colgener SA,0.333,Coal
Colombia,Gensa SA ESP,0.185,Coal
Colombia,Luz y Fuerza de San Lorenzo SA de CV,0.165,Coal
Colombia,Enel Américas SA,0.13522800000000001,Coal
Colombia,Grupo Energía Bogotá SA ESP,0.1003,Coal
Colombia,Empresas Públicas De Medellin ESP,3.821,Hydropower
Colombia,Enel Generación,2.76752,Hydropower
Colombia,ISAGEN Energía Productiva,2.706,Hydropower
Colombia,AES Colombia,1.0,Hydropower
Colombia,Celsia Colombia SA ESP,0.845,Hydropower
Colombia,Emprea Urrá SA,0.34,Hydropower
Colombia,Grupo Energía Bogotá SA ESP,0.16524,Hydropower
Colombia,Central Hidroeléctrica de Caldas SA ESP,0.135,Hydropower
Colombia,Hidralpor SAS ESP,0.133,Hydropower
Colombia,Epsa SA ESP,0.058,Hydropower
Colombia,Isagen,0.052,Hydropower
Colombia,CELSIA SA,0.051,Hydropower
Colombia,Empresas Públicas de Medellín ESP,0.46,Oil and gas
Colombia,Moneda Asset Management SpA,0.454104,Oil and gas
Colombia,Partners Group AG,0.4255,Oil and gas
Colombia,Celsia Colombia SA ESP,0.376,Oil and gas
Colombia,Rattan Holding SA,0.3,Oil and gas
Colombia,Primerose Inc,0.299768,Oil and gas
Colombia,TPL Co-Investment Fund LP,0.299768,Oil and gas
Colombia,SCL Energia Activa SA,0.21369600000000002,Oil and gas
Colombia,SMN Termocartagena SAS,0.203,Oil and gas
Colombia,Haina Energy Holdings II,0.11339999999999999,Oil and gas
Colombia,Proeléctrica & CIA SCA ESP,0.1,Oil and gas
Colombia,Glenfarne Group LLC,0.093,Oil and gas
Colombia,Empresas Municipales de Cali (Emcali) ESP,0.0792,Oil and gas
Colombia,Haina Investment Co Ltd,0.036599999999999994,Oil and gas
Colombia,Instituto de Financiamiento Promoción y Desarrollo de Caldas,0.00825,Oil and gas
Colombia,small shareholder(s),0.0017000000000000001,Oil and gas
Colombia,Unknown,1.78572404,Utility-scale solar
Colombia,Enel Green Power SpA,0.7067,Utility-scale solar
Colombia,SolarGreen,0.1771,Utility-scale solar
Colombia,Enerfin Servicios SA,0.11223000000000001,Utility-scale solar
Colombia,Enel SpA,0.1,Utility-scale solar
Colombia,Solarpack,0.0999,Utility-scale solar
Colombia,Enel Colombia SA ESP,0.09,Utility-scale solar
Colombia,Ecopetrol SA,0.0808,Utility-scale solar
Colombia,Celsia Colombia SA ESP,0.07571789,Utility-scale solar
Colombia,Empresa De Energia Del Pacifico SA,0.039799999999999995,Utility-scale solar
Colombia,Grupo Ecoener SA,0.035,Utility-scale solar
Colombia,Atlántica Colombia SASESP,0.0299,Utility-scale solar
Colombia,Grenergy,0.029700000000000004,Utility-scale solar
Colombia,ISAGEN Energía Productiva,0.019899999999999998,Utility-scale solar
Colombia,Green Yellow Energia De Colombia SAS,0.0198,Utility-scale solar
Colombia,MPC Energy Solutions,0.01945,Utility-scale solar
Colombia,Grupo Familia,0.019100000000000002,Utility-scale solar
Colombia,Akuo Energy,0.009949999999999999,Utility-scale solar
Colombia,Parque Eólico Vientos Galerazamba SAS,0.06,Wind
Colombia,ISAGEN Energía Productiva,0.032,Wind
Colombia,Unknown,0.0099,Wind
Colombia,Grupo Argos SA,0.008,Wind
Comoros,Unknown,0.0026,Utility-scale solar
Cook Islands,Unknown,0.0010297654867256639,Utility-scale solar
Costa Rica,Costa Rican Electricity Institute (ICE),0.2,Geothermal
Costa Rica,Unknown,0.048,Geothermal
Costa Rica,Instituto Costarricense de Electricidad,0.005,Geothermal
Costa Rica,Instituto Costarricense de Electricidad,1.363,Hydropower
Costa Rica,Costa Rican Electricity Institute (ICE),0.115,Hydropower
Costa Rica,Enel Green Power SpA,0.05,Hydropower
Costa Rica,Global Power Generation,0.05,Hydropower
Costa Rica,Grupo ICE,0.049,Hydropower
Costa Rica,Instituto Costarricense de Electricidad,0.2024,Oil and gas
Costa Rica,Unknown,0.0172,Utility-scale solar
Costa Rica,Corporación Multi Inversiones (CMI),0.153,Wind
Costa Rica,Acciona Energía SAU,0.05,Wind
Costa Rica,Grupo Argos SA,0.05,Wind
Costa Rica,Coopeguanacaste RL,0.03,Wind
Costa Rica,MPC Capital,0.021,Wind
Costa Rica,Grupo ICE,0.02,Wind
Costa Rica,Hunt Energy Horizons LLC,0.02,Wind
Costa Rica,Coopesantos RL,0.013,Wind
Costa Rica,Aerogeneración de Centroamérica SA,0.012,Wind
Costa Rica,Grupo Ecoenergia,0.012,Wind
Costa Rica,Molinos de Viento del Arenal SA,0.012,Wind
Costa Rica,Unknown,0.0068,Wind
Costa Rica,Constructora MECO,0.005,Wind
Costa Rica,Grupo Marshall,0.005,Wind
Costa Rica,Juwi GmbH,0.005,Wind
Croatia,Hrvatska elektroprivreda dd,0.217,Coal
Croatia,Unknown,0.0361,Geothermal
Croatia,HEP Generation Ltd,1.569,Hydropower
Croatia,HEP-Proizvodnja doo,0.102,Hydropower
Croatia,Unknown,0.042,Hydropower
Croatia,Hrvatska elektroprivreda dd,1.3858,Oil and gas
Croatia,Petrokemija dd,0.035,Oil and gas
Croatia,Unknown,0.095455,Utility-scale solar
Croatia,Norinco International Cooperation Ltd,0.156,Wind
Croatia,Lager Group,0.13,Wind
Croatia,WPD AG,0.092,Wind
Croatia,Professio Energia dd,0.078,Wind
Croatia,Dalekovod dd,0.06,Wind
Croatia,Hrvatska elektroprivreda dd,0.058,Wind
Croatia,Enlight Renewable Energy,0.049,Wind
Croatia,Postak doo,0.044,Wind
Croatia,Achema Group,0.042,Wind
Croatia,Wallenborn Bora GmbH,0.042,Wind
Croatia,Petrol Group,0.0405,Wind
Croatia,Acciona Energía SAU,0.03,Wind
Croatia,Crescent Capital Group LP,0.021,Wind
Croatia,EnerCap Capital Partners,0.021,Wind
Croatia,EKO,0.018,Wind
Croatia,Končar Group,0.015,Wind
Croatia,Unknown,0.014,Wind
Croatia,KI-KELAG International GmbH,0.012,Wind
Croatia,Orient Green Power,0.011,Wind
Croatia,HSE Invest doo,0.0105,Wind
Croatia,Others,0.01,Wind
Cuba,Biopower SA,0.06,Bioenergy
Cuba,Unión Eléctrica de Cuba,1.553838,Oil and gas
Cuba,Karadeniz Holding AŞ,0.303,Oil and gas
Cuba,Cuba Petróleo SA,0.16183799999999995,Oil and gas
Cuba,Sherritt International Corp,0.16183799999999995,Oil and gas
Cuba,Hive Energy,0.053853,Utility-scale solar
Cuba,Unknown,0.03849384,Utility-scale solar
Cuba,Thai Binh Green Power Investment Corp,0.0214153,Utility-scale solar
Cuba,Empresa Constructora de Obras de Arquitectura,0.0096,Wind
Cuba,Union Electrica de Cuba,0.0016,Wind
Curaçao,NuCapital Inc,0.031,Wind
Curaçao,Aspiravi,0.016,Wind
Cyprus,Electricity Authority of Cyprus,1.48,Oil and gas
Cyprus,Kıbrıs Türk Elektrik Kurumu - Kıb-Tek,0.26,Oil and gas
Cyprus,Aksa Enerji Uretim AŞ,0.113,Oil and gas
Cyprus,Unknown,0.32589999999999997,Utility-scale solar
Cyprus,Ancala Partners LLP,0.082,Wind
Cyprus,Ketonis Developments Ltd,0.032,Wind
Cyprus,Iberdrola SA,0.02,Wind
Cyprus,Aeolian Dynamics Ltd,0.011,Wind
Cyprus,Moglia Trading Ltd,0.011,Wind
Czech Republic,CEZ AS,0.03,Bioenergy
Czech Republic,CEZ AS,2.887,Coal
Czech Republic,Sev.en Energy AG,2.2556,Coal
Czech Republic,Energetický a průmyslový holding AS,0.459834,Coal
Czech Republic,Veolia Environnement SA,0.282,Coal
Czech Republic,City of Pilsen,0.2028,Coal
Czech Republic,Carbounion Holding AS,0.138,Coal
Czech Republic,natural person(s),0.138,Coal
Czech Republic,Mondi PLC,0.094,Coal
Czech Republic,Volkswagen AG,0.07,Coal
Czech Republic,Natland Energo Holding AS,0.038,Coal
Czech Republic,Minerfin AS,0.032,Coal
Czech Republic,ČEZ Group,1.722,Hydropower
Czech Republic,CEZ AS,0.045,Hydropower
Czech Republic,CEZ AS,4.164,Nuclear
Czech Republic,CEZ AS,0.847,Oil and gas
Czech Republic,SUAS Group AS,0.4,Oil and gas
Czech Republic,Teplárny Brno AS,0.179,Oil and gas
Czech Republic,Synthos Group SA,0.101,Oil and gas
Czech Republic,Carpaterra Capital Partners sro,0.06,Oil and gas
Czech Republic,Creditas BV,0.058,Oil and gas
Czech Republic,Sev.en Energy AG,0.051,Oil and gas
Czech Republic,Lama Energy Group,0.023,Oil and gas
Czech Republic,Unknown,1.1585999999999999,Utility-scale solar
Czech Republic,CEZ AS,0.086,Utility-scale solar
Czech Republic,DECCI,0.030449999999999998,Utility-scale solar
Czech Republic,Jufa Investment Group,0.01914,Utility-scale solar
Czech Republic,Unknown,0.05,Wind
Czech Republic,ecoenerg Windkraft GmbH & Co KG,0.042,Wind
Czech Republic,Větrná energie HL SRO (VEHL),0.018,Wind
Czech Republic,Micronix Group,0.016,Wind
Czech Republic,WSB Neue Energien Holding GmbH,0.014,Wind
Côte d'Ivoire,Eranove,0.50544,Hydropower
Côte d'Ivoire,Unknown,0.24336000000000002,Hydropower
Côte d'Ivoire,Government of Côte d'Ivoire,0.1404,Hydropower
Côte d'Ivoire,Compagnie Ivoirienne d'Electricité (CIE),0.046799999999999994,Hydropower
Côte d'Ivoire,Cube Mobile Power Holdco Ltd,0.2,Oil and gas
Côte d'Ivoire,Norwegian Investment Fund for developing countries,0.16470300000000002,Oil and gas
Côte d'Ivoire,Emerging Capital Partners,0.161406,Oil and gas
Côte d'Ivoire,Unknown,0.152622,Oil and gas
Côte d'Ivoire,Aga Khan Fund for Economic Development,0.06702200000000001,Oil and gas
Côte d'Ivoire,AXA Entities,0.051972,Oil and gas
Côte d'Ivoire,Industrial Promotion Services (West Africa) SA,0.024242,Oil and gas
Côte d'Ivoire,International Finance Corp,0.024242,Oil and gas
Côte d'Ivoire,small shareholder(s),0.019964,Oil and gas
Côte d'Ivoire,Kreditanstalt für Wiederaufbau,0.014973,Oil and gas
Côte d'Ivoire,Banque Internationale pour le Commerce et l’Industrie de la Côte d’Ivoire,0.012834000000000002,Oil and gas
Côte d'Ivoire,Unknown,0.0197,Utility-scale solar
Côte d'Ivoire,CI-Energies,0.01653,Utility-scale solar
Côte d'Ivoire,KfW,0.01653,Utility-scale solar
DR Congo,Societe Nationale d'Electricite (SNEL),2.446,Hydropower
DR Congo,China Railway Resources Group,0.12,Hydropower
DR Congo,Power Construction Corporation of China Ltd,0.12,Hydropower
DR Congo,Ministere De L'energie,0.064,Hydropower
DR Congo,Unknown,0.0026,Utility-scale solar
Denmark,Ørsted A/S,1.987,Bioenergy
Denmark,HOFOR A/S,0.218,Bioenergy
Denmark,I/S Amager Resourcecenter,0.063,Bioenergy
Denmark,Verdo Holding A/S,0.052,Bioenergy
Denmark,City of Aarhaus,0.037,Bioenergy
Denmark,Ostkraft Holding A/S,0.037,Bioenergy
Denmark,Fjernvarme Fyn A/S,0.035,Bioenergy
Denmark,Aalborg Forsyning A/S,0.411,Coal
Denmark,Municipality of Odense,0.35114,Oil and gas
Denmark,Energy Trading Innovations LLC,0.273,Oil and gas
Denmark,Ørsted A/S,0.181,Oil and gas
Denmark,Silkeborg Forsyning AS,0.1082,Oil and gas
Denmark,Hjorring Varmeforsyning AMBA,0.059,Oil and gas
Denmark,Energi Viborg A/S,0.055,Oil and gas
Denmark,Sønderborg Fjernvarme Amba,0.052,Oil and gas
Denmark,Equinor ASA,0.038,Oil and gas
Denmark,Entro Group,0.025,Oil and gas
Denmark,Nordic Energy Invest AS,0.025,Oil and gas
Denmark,Nouryon Speciality Chemicals BV,0.025,Oil and gas
Denmark,small shareholder(s),0.01086,Oil and gas
Denmark,European Energy A/S,0.43630066326530614,Utility-scale solar
Denmark,Unknown,0.4009278571428571,Utility-scale solar
Denmark,BeGreen AS,0.247689,Utility-scale solar
Denmark,Heartland,0.18009,Utility-scale solar
Denmark,Better Energy,0.16614969387755102,Utility-scale solar
Denmark,Encavis AG,0.09135,Utility-scale solar
Denmark,Infranode,0.07047,Utility-scale solar
Denmark,WIRCON GmbH,0.05307,Utility-scale solar
Denmark,Conquest Group,0.04826999999999999,Utility-scale solar
Denmark,Andel AMBA,0.047850000000000004,Utility-scale solar
Denmark,LHI Group,0.0435,Utility-scale solar
Denmark,Allianz Global Investors,0.0375,Utility-scale solar
Denmark,GreenGo Energy Group,0.033495,Utility-scale solar
Denmark,NRGi,0.0225,Utility-scale solar
Denmark,Skovgaard Invest ApS,0.02088,Utility-scale solar
Denmark,HOFOR A/S,0.012615,Utility-scale solar
Denmark,Vattenfall AB,1.6028,Wind
Denmark,European Energy A/S,0.46613333333333334,Wind
Denmark,Unknown,0.2926666666666667,Wind
Denmark,Ørsted A/S,0.2883333333333334,Wind
Denmark,SEAS-NVE Energy Group,0.217,Wind
Denmark,Energinet,0.209,Wind
Denmark,PKA,0.13333333333333333,Wind
Denmark,Pension Danmark,0.13333333333333333,Wind
Denmark,Community Ownership,0.1296,Wind
Denmark,Wind Estate A/S,0.108,Wind
Denmark,HOFOR A/S,0.082,Wind
Denmark,Eurowind Energy A/S,0.078,Wind
Denmark,GK Energi ApS,0.057,Wind
Denmark,E.ON Sverige AB,0.05533333333333334,Wind
Denmark,Energi E2 AS,0.05533333333333334,Wind
Denmark,WIND1 A/S,0.0495,Wind
Denmark,Best Energy,0.04,Wind
Denmark,Encavis AG,0.039,Wind
Denmark,Energicenter Nord ApS,0.036,Wind
Denmark,SUSI Partners AG,0.03483333333333333,Wind
Denmark,Others,0.8961,Wind
Djibouti,Unknown,0.108,Oil and gas
Djibouti,Red Sea Power,0.059,Wind
Dominican Republic,San Pedro Bio Energy SRL,0.03,Bioenergy
Dominican Republic,Corporación Dominicana de Empresas Eléctricas Estatales,0.752,Coal
Dominican Republic,Fondo Patrimonial de las Empresas Reformadas,0.13,Coal
Dominican Republic,Grupo Linda,0.13,Coal
Dominican Republic,InterEnergy Holdings,0.052,Coal
Dominican Republic,Unknown,0.0,Coal
Dominican Republic,Empresa de Generación Hidroeléctrica Dominicana (EGEHID),0.434,Hydropower
Dominican Republic,Corporación Dominicana de Empresas Eléctricas Estatales,0.05,Hydropower
Dominican Republic,InterEnergy Holdings,0.7788999999999999,Oil and gas
Dominican Republic,AES Corp,0.48951599999999995,Oil and gas
Dominican Republic,Seaboard Corp,0.261,Oil and gas
Dominican Republic,Naturgy Energy Group SA,0.2015,Oil and gas
Dominican Republic,Americano Nickel Ltd,0.198,Oil and gas
Dominican Republic,Karadeniz Holding AŞ,0.1766,Oil and gas
Dominican Republic,Barrick Gold Corp,0.135,Oil and gas
Dominican Republic,Lear Investments SA,0.1014,Oil and gas
Dominican Republic,Newmont Corp,0.09,Oil and gas
Dominican Republic,Soluciones en Gas Natural SA,0.0693,Oil and gas
Dominican Republic,Los Orígenes Power Plant SRL,0.060700000000000004,Oil and gas
Dominican Republic,Consorcio Energético Punta Cana-Macao SA,0.051,Oil and gas
Dominican Republic,Laesa Ltd,0.051,Oil and gas
Dominican Republic,Empresa Generadora de Electricidad Haina SA,0.26789999999999997,Utility-scale solar
Dominican Republic,AES Corp,0.10654999999999999,Utility-scale solar
Dominican Republic,Grupo Ecoener SA,0.08352000000000001,Utility-scale solar
Dominican Republic,MPC Caribbean Clean Energy,0.066714,Utility-scale solar
Dominican Republic,Isofoton,0.058,Utility-scale solar
Dominican Republic,Grupo Rensa,0.0506,Utility-scale solar
Dominican Republic,Blue Elephant Energy AG (BEE),0.05046,Utility-scale solar
Dominican Republic,Akuo Energy,0.05,Utility-scale solar
Dominican Republic,Gamesa Electric,0.05,Utility-scale solar
Dominican Republic,Koror Business SRL,0.05,Utility-scale solar
Dominican Republic,Unknown,0.025,Utility-scale solar
Dominican Republic,Maranatha Energy Investment,0.009832258064516129,Utility-scale solar
Dominican Republic,Consorcio Energético Punta Cana-Macao SA,0.0072,Utility-scale solar
Dominican Republic,Aeropuerto Internacional Cibao SA,0.00261,Utility-scale solar
Dominican Republic,Empresa de Generación Hidroeléctrica Dominicana (EGEHID),0.00261,Utility-scale solar
Dominican Republic,Parque Industrial ITABO,0.0009832258064516129,Utility-scale solar
Dominican Republic,Empresa Generadora de Electricidad Haina SA,0.1834,Wind
Dominican Republic,Poseidón Renewable Energy Corp,0.098,Wind
Dominican Republic,AES Corp,0.05,Wind
Dominican Republic,Akuo Energy,0.05,Wind
Dominican Republic,Dominicana Renovables SL,0.05,Wind
Dominican Republic,InverAvante,0.05,Wind
Dominican Republic,Parques Eólicos del Caribe SA,0.05,Wind
Dominican Republic,Jasper Caribbean Windpower,0.046,Wind
Dominican Republic,InterEnergy,0.034,Wind
Dominican Republic,Unknown,0.010100000000000001,Wind
EU27,Ørsted A/S,1.987,Bioenergy
EU27,Metsä Fibre Oy,0.773,Bioenergy
EU27,RWE AG,0.6,Bioenergy
EU27,Mälarenergi AB,0.356,Bioenergy
EU27,Södra Skogsägarna Ek For,0.322,Bioenergy
EU27,A2A SpA,0.252,Bioenergy
EU27,Stockholm Exergi AB,0.247,Bioenergy
EU27,E.ON Värme Sverige AB,0.229,Bioenergy
EU27,ENEA SA,0.225,Bioenergy
EU27,HOFOR A/S,0.218,Bioenergy
EU27,Unknown,0.203,Bioenergy
EU27,Mercer International Inc,0.197,Bioenergy
EU27,Stora Enso Oyj,0.189,Bioenergy
EU27,Lahti Energia Oy,0.171,Bioenergy
EU27,Stora Enso Publication Paper Oyj,0.161,Bioenergy
EU27,Energetický a průmyslový holding AS,0.15,Bioenergy
EU27,Unknown,0.142,Bioenergy
EU27,Billerud AB,0.142,Bioenergy
EU27,Magnon Green Energy SL,0.141,Bioenergy
EU27,Dutch Enviro Energy Holdings BV,0.131,Bioenergy
EU27,PGE Polska Grupa Energetyczna SA,13.1404,Coal
EU27,RWE AG,7.0648,Coal
EU27,ENEA SA,5.761,Coal
EU27,EnBW Energie Baden-Württemberg AG,5.590752,Coal
EU27,Enel SpA,4.55,Coal
EU27,TAURON Polska Energia SA,4.4235,Coal
EU27,EP Group AS,3.1984,Coal
EU27,Unknown,3.1638319999999998,Coal
EU27,CEZ AS,2.887,Coal
EU27,Uniper SE,2.393,Coal
EU27,Sev.en Energy AG,2.2556,Coal
EU27,Bulgarian Energy Holding EAD,1.8471600000000001,Coal
EU27,EDP SA,1.708539,Coal
EU27,Public Power Corporation SA,1.655,Coal
EU27,E.ON SE,1.6,Coal
EU27,ORLEN SA,1.59855,Coal
EU27,Ministry of Energy (Romania),1.2738000000000003,Coal
EU27,Electricité de France SA,1.26,Coal
EU27,Asterion Industrial Partners SGEIC SA,1.224,Coal
EU27,Uniper SE,1.1,Coal
EU27,Enel Green Power,0.4,Geothermal
EU27,Unknown,0.325,Geothermal
EU27,Enel SpA,0.057,Geothermal
EU27,Enel Green Power SpA,0.052,Geothermal
EU27,Unknown,0.0361,Geothermal
EU27,Unknown,0.014,Geothermal
EU27,EDA Renováveis SA,0.01,Geothermal
EU27,Unknown,0.0078,Geothermal
EU27,Stadtwerke München GmbH,0.0056,Geothermal
EU27,Süddeutsche Geothermie-Projekte GmbH & Co KG,0.0055,Geothermal
EU27,KS Orka Renewables Pte Ltd,0.0034,Geothermal
EU27,Unknown,0.0017,Geothermal
EU27,EDF Energy Ltd,14.079,Hydropower
EU27,Enel SpA,8.3045,Hydropower
EU27,Vattenfall AB,8.05422,Hydropower
EU27,Iberdrola SA,6.675,Hydropower
EU27,Verbund Hydro Power GmbH,6.507,Hydropower
EU27,Energias De Portugal (EDP),4.747,Hydropower
EU27,SC Hidroelectrica,3.4935,Hydropower
EU27,Public Power Corporation SA,3.049,Hydropower
EU27,Unknown,2.787,Hydropower
EU27,Vattenfall AB,2.705,Hydropower
EU27,Natsionalna Elektricheska Kompania (NEK),2.583,Hydropower
EU27,Endesa SA,2.574,Hydropower
EU27,Compagnie Nationale du Rhône (CNR),2.447,Hydropower
EU27,Illwerke vkw,2.282,Hydropower
EU27,A2A SpA,2.124,Hydropower
EU27,Electricité de France SA,1.827,Hydropower
EU27,ČEZ Group,1.722,Hydropower
EU27,PGE Energia Odnawialna SA,1.618,Hydropower
EU27,HEP Generation Ltd,1.569,Hydropower
EU27,Latvenergo AS,1.536,Hydropower
EU27,Electricité de France SA,64.04,Nuclear
EU27,CEZ AS,4.164,Nuclear
EU27,Teollisuuden Voima OYJ,3.56,Nuclear
EU27,Forsmark Kraftgrupp AB,3.446,Nuclear
EU27,Slovenské Elektrárne AS,2.471,Nuclear
EU27,Ringhals AB,2.288,Nuclear
EU27,Engie Electrabel,2.098,Nuclear
